name,rating,review
,1,"Trước mới mua thì đánh giá 5 sao vì chưa dùng,giờ phải lên sửa vội 1 sao.đừng ai dại tham rẻ mà mua của nợ này về,pin tụt như tụt quần đổi trả cho shop rồi nhận máy khác đâu lại vào đấy.sóng thì lúc nào cũng thấy có phí cả tiền"
,1,Đt mới nhưng đang xài tắt nguồn hoài luôn rồi đt rè rè thuaaaaaaaaaaaaa
,1,Không muốn chê ai nhưng mà đt dởm chưa từng có. Dởm tù củ sạc đến máy. Củ sạc thì bị hỏng. Máy thì không lên nguồn. Thế mà cũng bán hàng được . KHÔNG NÊN MUA NHA MỌI NGƯỜI
,1,"Điện thoại mới mua về xài được, mà sạc pin không vô xài được mấy bữa cái hư luôn, khuyên mọi người đừng mua"
,1,San Phẩm nay gia quá rẻ Mua ve trung thoi k su dung được
,1,"Pin, vỏ máy lắp không khít.
Màng loa dán lệch.
Máy mở lên bị màn hình trắng liên tục không thể dùng được.
Nói chung là thất vọng, có hơn 100k cũng không muốn mất công đi trả hàng."
,1,"Thấy bảo hàng zin nhưng mở ra thì có tin nhắn từ 2017 trong máy
Mà mình dùng mạng viettel chủ cũ của máy này dùng mobi lên tức là máy này đã qua sử dụng không còn zin
Nhưng thôi hơn 100k thì cũng không tiếc. Chỉ mong shop đừng quảng cáo zin nữa thôi
Ai mà có ý định mua shop này thì dẹp đi. Dt dc mấy ngày h"
,1,Nhìn thì ổn bên ngoài. Nhưng màn hình bị loang. Nút ấn khó. Phải ấn thật mạnh mới ấn được
,1,"Cả hai máy đều bị lỗi , shop không test kĩ trước khi giao hàng , rất nhiều người bị rồi nhưng shop không rút kinh nghiệm , dịch nên mình không gửi lại được hàng cho shop bảo hành nhưng cũng không ưng lắm. Mình lắp sim vào máy khác thì máy khác bắt sóng vẫn tốt, cái này là do máy chứ không phải do sim ."
,1,Dùng dao cạy nát bét cả đầu móng tay vẫn không tháo ra được cái nắp đt dùng dao cạy mãi mới ra -)) quá thất vọng
,1,Điện thoại hư cũng bán
,1,"Sản phẩm không thể tệ hơn, mới mà màn hình xước hết, vỏ thì vênh, ọp ẹp. Menu nhảy lung tung, k thể điều chỉnh được. Những mô tả và đánh giá 5 sao là lừa đảo. Mất tiền oan ức k tả được"
,1,"Điện thoại nhận rồi nhưng không lên được, tố cáo shop dởm"
,1,"Nhìn thì ok nhưng về kh sử dụng được . Dùng được hôm đầu tiên mở ra thấy lên pin, sau đó sạc thì không thấy vào nữa "
,1,Điện thoại mua về bật lên nguồn nhưng màn hình nhấp nháy được hai phát rồi tối thui. Quá thất vọng
,1,Mới mua không lên màn. Sạc cũng không lên 
,1,Tiền nào của đấy quá chán
,1,Ưng lắm nha
,1,"Mua về nay mới mở ra lắp sim mà lắp vào không vào luôn hở hết ra , cắm sạc không tín hiệu gì  tý nào , không lên pin ,  Shop kiểm tra trợ đổi máy cho mình chứ con này không xài gì được rồi ."
,1,"Điện thoại cũ xài rồi nha, không phải đt mới .
 
 
Mới nhận đc vô cài giờ cài ngày vào phần tin nhắn thấy còn lưu tin cũ của ai ko biết, nhưng nhờ v mà nhận ra kg phải đt mới "
,1,Dùng đc mấy hôm là hỏng máy phí tiền nhé mọi người.ko nên mua ko uy tín
,1,"ZIN Ở ĐÂU NHỈ SHOP ????? Để qua đêm bật k lên nguồn, pin phù luôn"
,1,"máy mua về ko xài đc, mua bán lừa lọc dữ vậy, bỏ 100 mấy ra mua cục nhựa về."
,1,"Điện thoại rất cũ
Khe sim bị gãy
Lắp sim r vẫn k hiện
Nói chung điện thoại ko xài được
Né"
,1,Điện thoại hư loa chẳng nghe được. Mua hàng mà không dùng được. Không hài lòng
,1,Hàng kém chất lượng..sạc đầy để k cũng hết pin. Pin k đc 1 ngày...dùng đc mấy hôm pin đã phồng lên k lắp đc vỏ.. giờ sạc k vào..lắp pin khác vào cũng k lên nguồn luôn...vứt.
,1,Điện thoại dung dc hai hôm thì hỏng loa rồi tự sập nguồn biết là giá rẻ nhưng chất lượng ko chấp nhận được
,1,"Điện thoại bị đốm màn hình,chế độ đèn pin ko hoạt động,nghe gọi bình thường."
,1,"Điện thoại như dở hơi, như đồ hàng mã, lắp sim thì không nhận. Nói chung là phí tiền. Mà hàng họ như thế shop cũng bán. Nói chung là của rẻ không bao giờ là tốt hết. Bực mình kskebhdje bbenhjbbbhkvhk g. Hh.  H g ggisufsjfshjfdlhcogdufsxhidutdhlcg"
,1,"Người bán không có tâm. Pin quá lỏng, phần vỏ máy không khít để lộ quá to. Chót mua rồi nên phải chịu thôi, mn nên xem xét kỹ nhé..."
,1,Dùng được 3 ngày thì lăn ra chết cả hai máy. Pin chưa dùng đã phồng không đóng nổi nắp điện thoại. Haizz
,1,"Điện thoại quá lởm, không nhận sim, chán quá, thử các kiểu ko đc"
,1,"Pin lậu hay gì, mà để không cũng tự động hết pin? Buôn bán chán chả buồn nói luôn ớ"
,1,"Máy cũ thay vỏ, dữ liệu trong máy còn chưa dọn sạch, thật ra thế cũng không vấn đề gì đến khi nó hết pin mới biết là sạc pin không vào... Đúng của rẻ là của ôi mà..."
,1,Máy cũ không mới. Dán màn hình sao thấy miếng dán mờ quá...
,1,dùng đk 1 tuần là máy cứ tự nhiên sập nguồn pin ảo nc quá tệ mn nên cân nhắc
,1,"Máy không cả lên nguồn  
Lại phải mang ra quán sửa mất thêm tiền
Mạch thì một đống nhựa thông gắn lung tung cả"
,1,Không sạc bin mà cũng giao máy cho khách.nghe được 2 hôm hỏng luôn  hình minh hoạ cho sản phẩm của sop
,1,Chất lượng rất tệ. Không rõ là pin tệ hay máy lỗi. Nạp lên chưa dùng gì một ngày nhìn lại đã tắt nguồn từ lúc nào rồi
,1,hàng lỗi kô sạc đươc.kô bít cách trả hàng lại kô là trả lại rồi.
,1,Xài 2 đc chút cái sập nguồn shop làm ăn chán đang đóng gói định hủy hàng ko cho hủy giao luôn ko nên mua
,1,"Màn hình k lên nguồn, trắng xoá =))))"
,1,"Ngày đầu pin nhanh hết. Dùng đến ngày thứ 2 thì chết dí ko lên. Rất ko nên mua."
,1,đã nhận được hàng.nhưng màn xước khá nhiều.bên trong màn còn có cả vết loang.k được hài lòng về chất lượng
,1,Điện thoại độ sáng thì quá tệ. Còn nhấp nháy. Khe cắm thẻ bị hư đút vào nó ko nhận mà đẩy ra ln. Chắc mất chốt gài. Nói chung ko ưng ý lắm shop ko có tâm. Bán hàng ko kiểm tra. Tính mua để cho mẹ nghe nhạc mà cuối cùng mẹ nhìn cái nói thôi mầy xài đi.
,1,"Shop bán điện thoại cũ chứ không phải điện thoại mới, mở máy lên có sẵn danh bạ là sao ạ? Có phím chọn thì như mún liệt, bấm không ăn, rất khó bấm, đèn pin thì cũng không mở được luôn, nói chung ko hài lòng với sản phẩm"
,1,Thế méo nào tắt màn hình nó vẫn sáng. Tắt nguồn rồi nó cũng sáng. Bán hàng k có tâm chút nào
,1,"Máy bị ăn nguồn, cứ một ngày là hết pin,  mặc dù sử dụng rất ít, củ sạc hơi nóng. Nt shop k trả lời."
,1,"Được vài hôm sạc không vào nữa, thật sự thất vọng"
,1,Xài điện thoại hết pin là dục cái điện thoại luôn.sạc pin ko được luôn.
,1,Lần đầu tiên đánh giá trên Shopee
,1,Sản phẩm như là đã có ng dùng r có tin nhắn và danh bạ .Đt ko bật đc đèn pin
,1,"Điện thoại quá dởm sim không vào không gọi được
Hình ảnh không liên quan chỉ mang tính chất nhận xu"
,1,"Mình thấy cũng có nhiều cmt của mấy bạn gửi máy sai, không đúng máy bạn đặt. Vậy là shop đã nhiều lần gửi lỗi kiểu này, mà k check kỹ trước khi giao hàng. Như mình k có thời gian nên mình chấp nhận lấy máy shop giao sai.
Các bạn đừng để bị như mình "
,1,"giao hàng nhanh
tuy nhiên màn hình bị vỡ
không hài lòng về chất lượng sp"
,1,bán hàng ko có tâm máy như sắt vụn xước màn nhìn như cái cc mà cũng bán đc thì giàu nhanh lắm nhỉ
,1,Máy thay vỏ dùng ok mỗi tội danh bạ cũ vẫn còn ko xóa đc vì ko có mật khẩu nhờ shop hỗ trợ ko thèm trả lời
,1,"Chất lượng ko đáng tiền,các bạn nên nghĩ kĩ trước khi mua,mình mua về sạc ko vô điện,nắp đt đóng ko được,xài đc 1 ngày là hư luôn,với khâu đổi trả rất mất thời gian,mình ko có tg rảnh mà đi mua rồi đổi trả,xem như bài học ham giá rẻ,"
,1,"Đúng là tiền nào của đấy, pin thì chai, máy chập chờn, pin cắm cả ngày ko đầy, dùng tí tẹo thì sập nguồn. Ko nên mua. Các bác mua hẳn con zin 105 dùng cho oke. Em đặt mua đơn mới dùng đáng tiền hơn."
,1,"Shop làm ăn vớ vẩn, báo khách chịu cước 1 đầu rồi lại bắt chịu thêm 1 đầu nữa. Đã đạt mục đích là k thèm trả lời khách hàng,
Đt thì chưa dùng đã lỗi, khuyên mn đừng mua, phí tiền"
,1,"bàn phím bấm cứng ko nhạy, dùng đc tháng thì cái sạc trong lúc đang sạc nổ tung (như hình) may mà ko có ai ở gần lúc đó. "
,1,"Sản phẩm gần đúng với mô tả đóng gói sản phẩm kỹ càng
Sau khi dùng 1 time  phát hiện ra số 9 ấn bị liệt nhẹ sản phẩm main không zin đã có hiện tượng đục hàn main cũ có vết bẩn "
,1,Máy không dùng được. Vì lắp sim xong không có sóng.
,1,"Shop giao cho mình cái điện thoại gì mà không loa, không rung vậy trời "
,1,"Bán làm ơn đặt cái tâm lên , mua về ko gắn sim đc , nguồn tự sập liên tục. Mua cho mẹ ở nhà dùng mà bán kiểu khốn nạn, nếu thế ghi cha từ đầu đi."
,1,Gjjbv
,1,Màn hình bị kênh lên. K có đèn bàn phím. Trong bóng tối là nghỉ dùng
,1,"Vỏ mới
Lõi cũ. Lắp vào toàn danh bạ cũ lưu trên máy
Máy lỗi lắp sim vào ko xóa hay lưu thêm số trên sim được. Thế mà quảng cáo mới"
,1,"Loa trong quá bé, gần như không nghe được gì"
,1,Điện thoại gắn sim zô ko co song
,1,Dùng được 3 bữa hư hết
,1,K có màng che loa trước nhé
,1,Tư vấn chán
,1,"Điện thoại đã qua sử dụng, vẫn sử dụng nok"
,1,Dùng chưa đc tháng thì hỏng 2 lần màn hình ko lên. Lần 2 shop bơ khách luôn. Hàng thì là hàng tàu đội lốt nokia
,1,Mua 2 cái. 1 con 1280 và 1 con n100. Mới đầu về cắm vào lên cả rất vui vỏ thay mới nhìn đẹp.2 ngày sau mới cắm sim sạc sử dụng.nghe gọi ngon.mỗi cái 1280 bị ăn nguồn full pin chỉ đc 1 ngày là hết. Còn con n100 ok ko hao nguồn nhưng đc 2 hôm chết ngỏm ko dùng đc nữa.mở ra xem thử thì main bị xỉn xanh lè o xi hoá rồi hàn nối câu mấy dây đầu nhìn rất kinh . Buồn luôn.mất sự hào hứng.
,1,Đúng với mô tả: quá tệ
,1,"sản phẩm rất rất tệ shop bán điện thoại đểu vận chuyển nhưng gói chống sốc k thể bị ảnh hưởng được, nhưng shop bảo do vận chuyển kêu trả hàng nhưng trả không được chán"
,1,Đã thử sạc cả 2 chiếc qua đêm nhưng không đầy pin.
,1,"Cục pin đt thì hư cục sạc cũng v
Nhận được xài hết pin 1 lượt thì vứt luôn. Mua hàng shopee lâu mà chưa thấy cái shop nào làm ăn kì cục như vậy
Khuyên mng đừng mua. Hãm"
,1,"Đúng với mô tả: bị trầy, mở nguồn không lên"
,1,chưa biết chất lượng như nào
,1,"Máy bỏ sim vô gọi ko đc, bỏ sim nào vô cũng vậy, vẫn hiện sóng nhưng gọi điện ko đc, phí tiền."
,1,"Máy không êm bàn phím bấm không được hàng kém chất lượng , không nên mua"
,1,Không hài lòng khi mở máy lên có sẵn danh bạ trong máy.
,1,"Kiểm tra máy mà vẫn sót lỗi, hỏng đèn. ko biết còn hỏng gì nữa ko vì chưa dùng ạ "
,1,Hàng giả dùng đc 1 ngày thì hỏng
,1,điện thoại hỏng phím cao bên góc trái. ko sử dụng được
,1,Tệ. Mua về màn hình mờ không thấy gì. Điện thoại đã cũ!!
,1,Bật ko lên nguồn chất lượng kém
,1,"Sạc k vào pin,máy ấn phím phải ấn 2 3 lần mới vào danh bạ"
,1,"Nhan hang day du, nhung pin chua k vô. Sim gắn thi k len"
,1,"Xài đc 3 ngày máy bị tắt nguồn miết, máy hư rồi shop"
,1,Sai được 1 lần xong tắt nguồn mua day về sạc rồi vẫn không lên nguồn
,1,"đặt đt có pin với sạc luôn, mà shop giao cái điện thoại không, làm ăn ko uy tín 1 sao"
,1,Lúc có mạng lúc thì ko có vạch sóng nào cả. Nói chung là bỏ tiền ra mua sản phẩm này thì lãng phí quá.yêu cầu trả hàng hoàn tiền thì thủ tục rườm rà lắm
,1,"Dây điện chắp nối, hàn dán tùm lum. Nhận hàng được 5,6 hôm thì bữa nay nó ngủm rồi ace ạ!
Lỡ bấm nhận hàng rồi, ko đổi trả được."
,1,"mua sạc sạc không vô, pin thì chai lì không giữ pin 1 ngày đã hết"
,1,Shop làm ăn mất uy tín. đủ thiếu gì 175k mà đi bán điện hỏng cho khách. mua về lắp sim k ăn vào máy... làm ăn kiểu này bán xác đt cho khách..
,1,Hỏng 1 sim cũng gửi cho khách đến chịu shop này ??? Trước khi gửi thì check hộ cái làm ăn như này khác gì lừa khách… cái đt 150k chẳng bõ công gửi lại đổi
,1,Sản phẩm vớ vẩn pin thì yêu được hơn tiếng.Mất sóng liên tục k hiểu mua điện thoại để làm gì với dạng điện thoại này
,1,máy thường xuyên để mất tín hiệu sim. bỏ sim vào máy khác dùng bình thường
,1,Đt củ hư hk nhận sim.k goi k được.shop k chịu đổi hàng.k chịu hoàn
,1,được ngày đầu dùng ok. các ngày sau thường xuyên tự tắt nguồn. phí tiền
,1,Mình mới mua máy về được mấy hôm đầu xong giờ k nhận sim luôn
,1,Điện thoại tắt riết không mở nguồn lên được mặc dù đã sạc pin đầy
,1,Sạc không  vào
,1,"Chả ra gì
Vừa dơ vừa hết pin nhanh
Bàn phím thì liệt
Còn k đáng 1sao"
,1,"Điện thoại hư chân sạc,pin chai,nhận hàng xong về hết pin là vứt luôn"
,1,Dùng được 3 hôm thì hỏng. K lên nguồn. Mua cũ thì thôi chấp nhận vậy
,1,"Mở không lên nguồn dù sạc rất lâu.phí tiền
Mọi người nên cân nhắc không phải giao cái nào cũng dùng đc"
,1,"Điện thoại chưa dùng được 1 tháng, trôi pin liên tục trong khi không dùng (chỉ nghe/gọi). Hỏng loa không nghe bên kia nói gì. ĐT quá kém, ko nên mua"
,1,"Bán kg có tâm,khách mua đt mới nhưng gửi thì gửi đt cũ. Đến nỗi tn trong máy vẫn còn"
,1,"Mua cái thứ nhất về hư pin, vẫn ủng hộ cái thứ 2 mẫu khác mà về vẫn hư pin. Ai mua shop này xác định về mua pin khác mà dùng"
,1,Máy dùng chưa đc 1 tháng đã hỏng loa k nghe gọi dc
,1,Vỏ ngoài thì mời bên trong main banh chành hết rồi máy còn vô nước. Đánh giá 1 sao lừa đảo
,1,"Khuyên không nên mua
Điện thoại mua về gì mà đang dùng đang nghe cái tắt nguồn
Ai gọi tới là tắt nguồn ngay không dùng được"
,1,"Điện thoại sập nguồn liên tục, sạc 1 kiểu máy 1 kiểu"
,1,máy thì ok nhưng k lưu đc danh bạ chắc tại số mình đen mua phải cái máy lỗi
,1,Sản phẩm gì xài được 15 ngày bật nguồn k lên . Sạc không vào . Quá là lừa đảo
,1,Đt về lắp sim vào bật lên đen ngòm.ngủm luôn ?ll
,1,"Hic. Mình mua 2 cái. Dùng đc mấy hôm đều có vấn đề.
1 cái hỏng mic k nghe gọi được. 1 cái bật không lên luôn"
,1,"Máy nhìn thì mới mà lỗi tùm lum, pin nhanh hết, ko xài được"
,1,Rất không hài lòng với người bán khi m đã chọn mua điện thoại màu xanh cho Bé lại gửi màu Đen
,1,"Củ sạc mình xài đúng 2 tiếng hỏng
Điện thoại pin k chắc chắn
Lúc mở nguồn xài 5p tắt nguồn hoặc màn hình trắng, có thể do pin lỏng lẻo.
=> Sản phẩm k đáng mua."
,1,"Máy cũ chứ không phải Zin như shop nói. Sờ vào máy sms cũ còn đầy ra 
Hơi thất vọng"
,1,"Mua mở máy đc 1 lúc thì sập nguồn, cắm sạc thì ko lên, vừa mất tiền vừa mang bực vào người, bán hàng kiểu này mà vẫn hút được hàng chục nghìn người mua được, đến chịu"
,1,Mua 4 cái mà lỗi 2 cái+CSKH tệ. Lấy hàng để bán mà gặp shop này e nhé
,1,"Là hàng cũ. Không biết phải main thật hay không nhưng là hàng đã thay vỏ. Không trùng imei, vỏ mới ọp ẹp. Đầy bụi và vân tay bên trong mặt kính màn hình"
,1,"Dm bỏ tiền mua đt mà ship cho cái hư dùng ko đc, làm ăn có đức chút, chù cho m đẻ con éo có lổ đít.... Dcmm shop bán đt như cc, rủa cả nhà mày"
,1,"Mua về mới dùng đc một ít, bố mình ko nghe gọi gì nhiều để đó hết pin mang ra sạc thì ko lên nguồn , bấm lên xuống thì bàn phím ko bật đc , nó dừng lại một chỗ chả dùng đc gì nữa "
,1,"Điện thoại 1 kiểu, sạc giao 1 kiểu. Phải mua sạc mới
Gửi hàng cho bên vận chuyển chậm
Điện thoại hết pin sập nguồn sạc 3 ngày màn hình cũng k sáng được. Thử bao nhiêu cái sạc, Đến giờ vẫn chưa lên"
,1,"Tiền nào của đấy. Hàng mua về chưa kịp dùng lần nào đã hỏng, bật lên được 1 lần xong tắt lịm luôn. Vì rẻ quá nên cũng chả muốn đổi trả."
,1,Mua đúng dịp flash sale.mấy hôm rồi giờ mới có dịp viết . Máy hao nguồn . cũng ko nhiều tiền . Chả dùng đc gì. Tháo ra máy vô nước tùm lum. Nát bét . Màn hình thay mới. Thay vỏ mới. Mua về ko dùng đc vứt. Máy cỏ nên cũng chả ham.
,1,"Điện thoại lắp sim ko nhận .thấy mn đánh giá tốt
Mà m lại gặp phải máy vậy .thất vọng ..."
,1,"Hàng này bị lỗi mng ạ, loa trong ko nghe đc phải bật loa ngoài, vỏ cũng bị vênh. Nút số 1 bị liệt  nói chung là phù hợp với giá tiền "
,1,Máy không sạc được pin. Khi tháo ra thì main đã mốc hết nên k thể nào sửa được để có thể sử dụng
,1,Dùng đúng 10 ngày giờ k lên nguồn sập luôn haizzz.
,1,"mua 2 cái nokia 105 giao hàng 27 tết năm 2021 1 cái thì ko tắt được đèn 1 cái thì ăn nguồn pin 1,5 ngày chán ko biết nói gì"
,1,Điện thoại lúc gọi được.lúc thì gọi k được. Loa thì luc có luc k.thấy ma chán
,1,Tuần thứ nhất dùng có vẻ không sao sang tuần thứ hai bin bắt đầu lập báo lung tung liên tục báo hết bin nói tóm lại không lên mua
,1,Pin dùng chán lắp 2 sim thì sóng kém nói chung tiền nào của đấy
,1,"Điện thoại dùng được đúng 1 ngày. Pin cũ nhanh hết. Sang ngày thứ 2 đang dùng sập nguồn và sau đó k lên nữa,  đã thử sac và thay pin mới mà vẫn k được."
,1,Ko nên mua ae nhé sạc ko vào luôn mua về hết bin thì vứt
,1,"máy mình mới mua được một ngày, ngày hôm sau không hiểu sao tự tắt màn hình, sạc không vô. Cuối cùng phải ra tiệm mua lại cái khác, shop rút kinh nghiệm nhé"
,1,Hàng quá chán luôn các bác ạ định trả hàng hoàn tiền mà lích kích quá nên thôi bỏ coi như vứt đi vậy  trước khi giao phải kiểm tra xem có dùng đc hay ko chứ đằng này ko sử dụng đc phím gì luôn phí cả tiền mua xuxi rồi voucher các kiểu
,1,"hàng nhái , không phải main zin nokia, bị lỗi ic công suất"
,1,"Chất lượng sp rất kém, mua về dùng được vài ngày hỏng luôn. Mặc dù mỗi cắm sim k nghe gọi gì. Bật ko lên nổi nguồn."
,1,Shop này làm ăn chán vãi c mua máy đc 2 ngày sập nguồn h bắt nta mang ra bưu gửi để bảo hành con máy k đáng bnhiu tiền mang ra gửi mất tiền ship cộng với công đi lại chắc đập cho nó nhanh.chế độ bán hàng của shop chắc phải xem lại nhiều shop mua bị lỗi họ sẵn sàng chuyển cái khác đến và nhận lại mcu
,1,Điện thoại ngốn pin lắm các bác ơi đừng mưa
,1,"Tạm ổn..cho 5 sao vì đóng gói hàng  cẩn thận..còn cái máy tính hết đách..chờ hết cách ly mới mua pin xài quá..
.Pin cùi bắp mới dùng có 1 tiếng là hết pin...lạy hồn k dám mua lần 2..đừng nên mua phí tiền m.n ơi"
,1,"Điện thoại nhận về ban đầu thấy ok, nút bấm hơi khó do vỏ lô( giá tiền này thì chấp nhận đc). Sạc bị lỗi, ko sạc được. Máy tắt nguồn ko có sạc dùng mấy hôm nay"
,1,"Đặt 100 thì giao 101, về dùng được 1 hôm thì tắt ngúm. Nói chung mọi người tránh xa. Mất tiền oan"
,1,Loa bị rè !
,1,"Đã cố tình chọn shop có đánh giá tốt rồi mà sao vẫn lỗi, bật được 1 lần và ko có lần sau :)"
,1,"Chưa dùng nên kb sao . Quay lại đánh giá sau
 
 
 
 
Và đây là quay lại đánh giá . Lắp sim k nhận luôn cả nhà "
,1," Chất lượng sản phẩm rất kém
Máy k dùng đc khuyên mng k nên mua"
,1,Đang dùng thì tịt ngỏm không lên nguồn mà pin vẫn đầy
,1,Tệ. Quá tệ
,1,"Điện thoại cùi bắp, về màn hình trắng xóa được mấy ngày rồi cháy luôn. Dt hàng dựng."
,1,Ruột máy cũ .nạp đầy dùng được 6 tiếng hết điện .quá thất vọng.khuyên mọi người đừng mua sản phẩm này
,1,Mua về gắn sim vào k xài dc. Hàng kém chất lượng
,1,"Máy hàng cũ,hỏng loa vậy mà vẫn bán cho khách"
,1,"Điện thoại Trung Quốc, dùng tầm 1 tháng là hỏng, mang ra quán sửa họ bảo hàng cũ Trung Quốc k có linh kiện để sửa. Mọi người không nên mua. Cảm ơn "
,1,Dùng đc 3 hôm bật ko lên nguồn shop xem lại cho e
,1,"￼Sau năm ngày sử dụng tôi thật sự thất vọng với sản phẩm nhìn bề ngoài rất đẹp với hệ thống bàn phím rất nhạy,giao diện thật sự hài lòng,thế nhưng chỉ sau một ngày sử dụng pin báo ảo và sập nguồn hoàn toàn,rất mong shop xem xét lại để sản phẩm sau này có thể làm hài lòng khách hàng hơn"
,1,Dien thoai nhu the nay thi dung the nao duoc
,1,Ruột quá cũ. Xước xát quá nhiều
,1,Giao hàng lâu. Điện thoại tậm tịt dùng rất chán k nên mua.
,1,Khớp nối lắp lưng khi sản xuất lỗi bị cong nên vênh.dùng sập nguồn vô cớ. 1 sao ae cân nhắc trước khi mua
,1,Sản phẩm được bạn giới thiệu shop nhưng mua về thấy chán. Toàn mất sóng. Lúc có lúc mất túy đừng thử ở nơi sóng khoẻ
,1,Mình gọi điện không được. Nó phát ra tiếng rất chói tai
,1,"Hàng đã qua sử dụng, thay cái vỏ thôi, mở máy lên còn nguyên danh bạ cũ, loa thì hỏng ko nghe được"
,1,"Hàng lởm, màn hình tối. Ra nắng k thấy gì. Đừng mua, phí tiền"
,1,"Hàng đúng như mô tả. Tuy nhiên nó là hàng tàu khựa, đúng là tiền nào của nấy rơi phát tèo luôn. Tốn tiền."
,1,Máy  đẹp mà dùng được 1 hôm thì k lên được nguồn
,1,"Không nhận sim hoặc yếu.
Ko xài nhưng pin dễ hết"
,1,"Hết pin không sạc được mới mua đc vài ngày,mọi người tránh shop lừa đảo này ra..liên hệ thì ko hồi âm chúng mày làm ăn thế à"
,1,"Mở ko lên,sạc ko vào,sản phẩm quá tệ"
,1,Điện thoại cũ thay vỏ mới. Dùng chả đâu vào đâu cả. Khuyên ae đừng nên mua. Tiền nào của đấy. Nhưng lấy điện thoại cũ thay vỏ vào để gửi cho thì cũng đến lạy r. K có lần sau ủng hộ và k bao giờ tìm điện thoại như thế này nữa.
,1,Giao hàng thì lâu hàng thì hỏng pin đểu chưa dùng đã hết chân sạc hỏng không sạc được nói chung coi như mất tiền ngu mua phải shop lừa xóa luôn ứng dụng shopee cho lần sau khỏi bị lừa
,1,sáng vừa sạc đầy pin xong để đến trưa không gọi cũng hết
,1,"Điện thoại không mở lên nguồn.
Sạc không vô.
Quá tệ"
,1,"Điện thoại 2 sim nhưng gắn vào chỉ có 1 sim có sóng,1 sim ko có sóng,đt thì cũ kỹ sạc lô ko biết làm ăn kiểu gì,lừa đảo quá."
,1,Mua về liệt phím k dùng đc shop làm ăn chán quá
,1,Pin quá kém để chờ không làm gì tầm 6 tiếng là hết pin
,1,"Điện thoại quá kém. Rất thất vọng. Zin cũ từ các đời 2008, 2009. Pin sập nguồn không thể lên nổi, vứt."
,1,Hết pin liên tục ko dùng ko nghe gọi cũng hết. Giờ sập sạc ko lên luôn
,1,Mở mở hộp dùng cảm thấy rất ok. Sáng hôm sau sập nguồn mở không lên. Sản phản chưa dùng tới 1 ngày.
,1,"Hàng bị hư hỏng mà cũng bán.nhận hàng xong mà không dùng được..ức chế
Shop làm ăn quá tệ."
,1,Sạc hỏng
,1,"Pin yếu
Xài được 1 tháng máy sạc chập chờn
Đúng phèn"
,1,Điện thoại mua 20 cái chưa bán cho khách 1 cái nào là lỗi 5.6 cái rồi shop liên hệ tôi đổi lại nhe
,1,Máy k nhận sim
,1,Chưa dùng hết pin không sách được mua phí tiền
,1,"Điện thoại đểu, dùng 2 hôm không lên nữa"
,1,Loa bị hỏng không nghe đc gì
,1,Màn phản quang
,1,Bụng chưa dùng đã hỏng￼
,1,"Điện thoại bị hỏng loa, gọi ko nghe được"
,1,Mua về được 1 hôm lại hỏng  rồi
,1,"Máy sạc không lên…
Mua xong về vứt"
,1,Vừa mua về hôm sau hỏng luôn
